file	line	column	rule	message
docker/frontend/src/components/broker/trading/BrokerMarketData.tsx	174	45	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/trading/BrokerOrderManagement.tsx	51	38	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/trading/BrokerTradingConfig.tsx	35	39	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/trading/BrokerTradingConfig.tsx	37	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/trading/BrokerTradingConfig.tsx	114	45	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/trading/BrokerTradingConfig.tsx	302	33	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/trading/BrokerTradingConfig.tsx	382	59	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/users/BrokerKYCManagement.tsx	29	110	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/users/BrokerKYCManagement.tsx	82	46	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/users/BrokerKYCManagement.tsx	124	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/users/BrokerKYCManagement.tsx	171	40	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/users/BrokerUserDetails.tsx	21	37	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/users/BrokerUserDetails.tsx	144	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/users/BrokerUserLimits.tsx	68	35	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/users/BrokerUserList.tsx	31	33	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/users/BrokerUserList.tsx	139	33	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/dashboard/ThalTokenSection.tsx	64	69	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
